"id","y"
1,-0.0169386527456433
2,-0.0169386527456433
3,-0.0169386527456433
4,-0.0169386527456433
5,-0.0169386527456433
6,-0.0169386527456433
7,-0.0169386527456433
8,-0.0169386527456433
9,-0.0169386527456433
10,-0.0169386527456433
11,-0.0169386527456433
12,-0.0169386527456433
13,-0.0169386527456433
14,-0.0169386527456433
15,-0.0169386527456433
16,-0.0169386527456433
17,-0.0169386527456433
18,-0.0169386527456433
19,-0.0169386527456433
20,-0.0169386527456433
21,-0.0169386527456433
22,-0.0169386527456433
23,-0.0169386527456433
24,-0.0169386527456433
25,-0.0169386527456433
26,-0.0169386527456433
27,-0.0169386527456433
28,-0.0169386527456433
29,-0.0169386527456433
30,-0.0169386527456433
31,-0.0169386527456433
32,-0.0169386527456433
33,-0.0169386527456433
34,-0.0169386527456433
35,-0.0169386527456433
36,-0.0169386527456433
37,-0.0169386527456433
38,-0.0169386527456433
39,-0.0169386527456433
40,-0.0169386527456433
41,-0.0169386527456433
42,-0.0169386527456433
43,-0.0169386527456433
44,-0.0169386527456433
45,-0.0169386527456433
46,-0.0169386527456433
47,-0.0169386527456433
48,-0.0169386527456433
49,-0.0169386527456433
50,-0.0169386527456433
51,-0.0169386527456433
52,-0.0169386527456433
53,-0.0169386527456433
54,-0.0169386527456433
55,-0.0169386527456433
56,-0.0169386527456433
57,-0.0169386527456433
58,-0.0169386527456433
59,-0.0169386527456433
60,-0.0169386527456433
61,-0.0169386527456433
62,-0.0169386527456433
63,-0.0169386527456433
64,-0.0169386527456433
65,-0.0169386527456433
66,-0.0169386527456433
67,-0.0169386527456433
68,-0.0169386527456433
69,-0.0169386527456433
70,-0.0169386527456433
71,-0.0169386527456433
72,-0.0169386527456433
73,-0.0169386527456433
74,-0.0169386527456433
75,-0.0169386527456433
76,-0.0169386527456433
77,-0.0169386527456433
78,-0.0169386527456433
79,-0.0169386527456433
80,-0.0169386527456433
81,-0.0169386527456433
82,-0.0169386527456433
83,-0.0169386527456433
84,-0.0169386527456433
85,-0.0169386527456433
86,-0.0169386527456433
87,-0.0169386527456433
88,-0.0169386527456433
89,-0.0169386527456433
90,-0.0169386527456433
91,-0.0169386527456433
92,-0.0169386527456433
93,-0.0169386527456433
94,-0.0169386527456433
95,-0.0169386527456433
96,-0.0169386527456433
97,-0.0169386527456433
98,-0.0169386527456433
99,-0.0169386527456433
100,-0.0169386527456433
101,-0.0169386527456433
102,-0.0169386527456433
103,-0.0169386527456433
104,-0.0169386527456433
105,-0.0169386527456433
106,-0.0169386527456433
107,-0.0169386527456433
108,-0.0169386527456433
109,-0.0169386527456433
110,-0.0169386527456433
111,-0.0169386527456433
112,-0.0169386527456433
113,-0.0169386527456433
114,-0.0169386527456433
115,-0.0169386527456433
116,-0.0169386527456433
117,-0.0169386527456433
118,-0.0169386527456433
119,-0.0169386527456433
120,-0.0169386527456433
121,-0.0169386527456433
122,-0.0169386527456433
123,-0.0169386527456433
124,-0.0169386527456433
125,-0.0169386527456433
126,-0.0169386527456433
127,-0.0169386527456433
128,-0.0169386527456433
129,-0.0169386527456433
130,-0.0169386527456433
131,-0.0169386527456433
132,-0.0169386527456433
133,-0.0169386527456433
134,-0.0169386527456433
135,-0.0169386527456433
136,-0.0169386527456433
137,-0.0169386527456433
138,-0.0169386527456433
139,-0.0169386527456433
140,-0.0169386527456433
141,-0.0169386527456433
142,-0.0169386527456433
143,-0.0169386527456433
144,-0.0169386527456433
145,-0.0169386527456433
146,-0.0169386527456433
147,-0.0169386527456433
148,-0.0169386527456433
149,-0.0169386527456433
150,-0.0169386527456433
151,-0.0169386527456433
152,-0.0169386527456433
153,-0.0169386527456433
154,-0.0169386527456433
155,-0.0169386527456433
156,-0.0169386527456433
157,-0.0169386527456433
158,-0.0169386527456433
159,-0.0169386527456433
160,-0.0169386527456433
161,-0.0169386527456433
162,-0.0169386527456433
163,-0.0169386527456433
164,-0.0169386527456433
165,-0.0169386527456433
166,-0.0169386527456433
167,-0.0169386527456433
168,-0.0169386527456433
169,-0.0169386527456433
170,-0.0169386527456433
171,-0.0169386527456433
172,-0.0169386527456433
173,-0.0169386527456433
174,-0.0169386527456433
175,-0.0169386527456433
176,-0.0169386527456433
177,-0.0169386527456433
178,-0.0169386527456433
179,-0.0169386527456433
180,-0.0169386527456433
181,-0.0169386527456433
182,-0.0169386527456433
183,-0.0169386527456433
184,-0.0169386527456433
185,-0.0169386527456433
186,-0.0169386527456433
187,-0.0169386527456433
188,-0.0169386527456433
189,-0.0169386527456433
190,-0.0169386527456433
191,-0.0169386527456433
192,-0.0169386527456433
193,-0.0169386527456433
194,-0.0169386527456433
195,-0.0169386527456433
196,-0.0169386527456433
197,-0.0169386527456433
198,-0.0169386527456433
199,-0.0169386527456433
200,-0.0169386527456433
201,-0.0169386527456433
202,-0.0169386527456433
203,-0.0169386527456433
204,-0.0169386527456433
205,-0.0169386527456433
206,-0.0169386527456433
207,-0.0169386527456433
208,-0.0169386527456433
209,-0.0169386527456433
210,-0.0169386527456433
211,-0.0169386527456433
212,-0.0169386527456433
213,-0.0169386527456433
214,-0.0169386527456433
215,-0.0169386527456433
216,-0.0169386527456433
217,-0.0169386527456433
218,-0.0169386527456433
219,-0.0169386527456433
220,-0.0169386527456433
221,-0.0169386527456433
222,-0.0169386527456433
223,-0.0169386527456433
224,-0.0169386527456433
225,-0.0169386527456433
226,-0.0169386527456433
227,-0.0169386527456433
228,-0.0169386527456433
229,-0.0169386527456433
230,-0.0169386527456433
231,-0.0169386527456433
232,-0.0169386527456433
233,-0.0169386527456433
234,-0.0169386527456433
235,-0.0169386527456433
236,-0.0169386527456433
237,-0.0169386527456433
238,-0.0169386527456433
239,-0.0169386527456433
240,-0.0169386527456433
241,-0.0169386527456433
242,-0.0169386527456433
243,-0.0169386527456433
244,-0.0169386527456433
245,-0.0169386527456433
246,-0.0169386527456433
247,-0.0169386527456433
248,-0.0169386527456433
249,-0.0169386527456433
250,-0.0169386527456433
251,-0.0169386527456433
252,-0.0169386527456433
253,-0.0169386527456433
254,-0.0169386527456433
255,-0.0169386527456433
256,-0.0169386527456433
257,-0.0169386527456433
258,-0.0169386527456433
259,-0.0169386527456433
260,-0.0169386527456433
261,-0.0169386527456433
262,-0.0169386527456433
263,-0.0169386527456433
264,-0.0169386527456433
265,-0.0169386527456433
266,-0.0169386527456433
267,-0.0169386527456433
268,-0.0169386527456433
269,-0.0169386527456433
270,-0.0169386527456433
271,-0.0169386527456433
272,-0.0169386527456433
273,-0.0169386527456433
274,-0.0169386527456433
275,-0.0169386527456433
276,-0.0169386527456433
277,-0.0169386527456433
278,-0.0169386527456433
279,-0.0169386527456433
280,-0.0169386527456433
281,-0.0169386527456433
282,-0.0169386527456433
283,-0.0169386527456433
284,-0.0169386527456433
285,-0.0169386527456433
286,-0.0169386527456433
287,-0.0169386527456433
288,-0.0169386527456433
289,-0.0169386527456433
290,-0.0169386527456433
291,-0.0169386527456433
292,-0.0169386527456433
293,-0.0169386527456433
294,-0.0169386527456433
295,-0.0169386527456433
296,-0.0169386527456433
297,-0.0169386527456433
298,-0.0169386527456433
299,-0.0169386527456433
